file,name,return_type,args
src/android/android_native_app_glue.cpp,pthread_attr_setdetachstate,,"&attr, PTHREAD_CREATE_DETACHED"
src/android/android_native_app_glue.cpp,pthread_create,,"&android_app->thread, &attr, android_app_entry, android_app"
src/android/android_native_app_glue.cpp,pthread_mutex_lock,,&android_app->mutex
src/android/android_native_app_glue.cpp,while,,!android_app->running
src/android/android_native_app_glue.cpp,pthread_cond_wait,,"&android_app->cond, &android_app->mutex"
src/android/android_native_app_glue.cpp,pthread_mutex_unlock,,&android_app->mutex
src/android/android_native_app_glue.cpp,android_app_write_cmd,static void,"struct android_app* android_app, int8_t cmd"
src/android/android_native_app_glue.cpp,android_app_set_input,static void,"struct android_app* android_app, AInputQueue* inputQueue"
src/android/android_native_app_glue.cpp,pthread_mutex_lock,,&android_app->mutex
src/android/android_native_app_glue.cpp,android_app_write_cmd,,"android_app, APP_CMD_INPUT_CHANGED"
src/android/android_native_app_glue.cpp,while,,android_app->inputQueue != android_app->pendingInputQueue
src/android/android_native_app_glue.cpp,pthread_cond_wait,,"&android_app->cond, &android_app->mutex"
src/android/android_native_app_glue.cpp,pthread_mutex_unlock,,&android_app->mutex
src/android/android_native_app_glue.cpp,android_app_set_window,static void,"struct android_app* android_app, ANativeWindow* window"
src/android/android_native_app_glue.cpp,pthread_mutex_lock,,&android_app->mutex
src/android/android_native_app_glue.cpp,if,,android_app->pendingWindow != NULL
src/android/android_native_app_glue.cpp,android_app_write_cmd,,"android_app, APP_CMD_TERM_WINDOW"
src/android/android_native_app_glue.cpp,if,,window != NULL
src/android/android_native_app_glue.cpp,android_app_write_cmd,,"android_app, APP_CMD_INIT_WINDOW"
src/android/android_native_app_glue.cpp,while,,android_app->window != android_app->pendingWindow
src/android/android_native_app_glue.cpp,pthread_cond_wait,,"&android_app->cond, &android_app->mutex"
src/android/android_native_app_glue.cpp,pthread_mutex_unlock,,&android_app->mutex
src/android/android_native_app_glue.cpp,android_app_set_activity_state,static void,"struct android_app* android_app, int8_t cmd"
src/android/android_native_app_glue.cpp,pthread_mutex_lock,,&android_app->mutex
src/android/android_native_app_glue.cpp,android_app_write_cmd,,"android_app, cmd"
src/android/android_native_app_glue.cpp,while,,android_app->activityState != cmd
src/android/android_native_app_glue.cpp,pthread_cond_wait,,"&android_app->cond, &android_app->mutex"
src/android/android_native_app_glue.cpp,pthread_mutex_unlock,,&android_app->mutex
src/android/android_native_app_glue.cpp,android_app_free,static void,struct android_app* android_app
src/android/android_native_app_glue.cpp,pthread_mutex_lock,,&android_app->mutex
src/android/android_native_app_glue.cpp,android_app_write_cmd,,"android_app, APP_CMD_DESTROY"
src/android/android_native_app_glue.cpp,while,,!android_app->destroyed
src/android/android_native_app_glue.cpp,pthread_cond_wait,,"&android_app->cond, &android_app->mutex"
src/android/android_native_app_glue.cpp,pthread_mutex_unlock,,&android_app->mutex
src/android/android_native_app_glue.cpp,close,,android_app->msgread
src/android/android_native_app_glue.cpp,close,,android_app->msgwrite
src/android/android_native_app_glue.cpp,pthread_cond_destroy,,&android_app->cond
src/android/android_native_app_glue.cpp,pthread_mutex_destroy,,&android_app->mutex
src/android/android_native_app_glue.cpp,free,,android_app
src/android/android_native_app_glue.cpp,onDestroy,static void,ANativeActivity* activity
src/android/android_native_app_glue.cpp,LOGV,,"""Destroy: %p\n"", activity"
src/android/android_native_app_glue.cpp,onStart,static void,ANativeActivity* activity
src/android/android_native_app_glue.cpp,LOGV,,"""Start: %p\n"", activity"
src/android/android_native_app_glue.cpp,onResume,static void,ANativeActivity* activity
src/android/android_native_app_glue.cpp,LOGV,,"""Resume: %p\n"", activity"
src/android/android_native_app_glue.cpp,onSaveInstanceState,static void*,"ANativeActivity* activity, size_t* outLen"
src/android/android_native_app_glue.cpp,LOGV,,"""SaveInstanceState: %p\n"", activity"
src/android/android_native_app_glue.cpp,pthread_mutex_lock,,&android_app->mutex
src/android/android_native_app_glue.cpp,android_app_write_cmd,,"android_app, APP_CMD_SAVE_STATE"
src/android/android_native_app_glue.cpp,while,,!android_app->stateSaved
src/android/android_native_app_glue.cpp,pthread_cond_wait,,"&android_app->cond, &android_app->mutex"
src/android/android_native_app_glue.cpp,if,,android_app->savedState != NULL
src/android/android_native_app_glue.cpp,pthread_mutex_unlock,,&android_app->mutex
src/android/android_native_app_glue.cpp,onPause,static void,ANativeActivity* activity
src/android/android_native_app_glue.cpp,LOGV,,"""Pause: %p\n"", activity"
