from_file,to_include,kind
src/framework/graphics/painter.cpp,framework/util/extras.h,system
src/framework/graphics/painter.h,framework/graphics/declarations.h,system
src/framework/graphics/painter.h,framework/graphics/coordsbuffer.h,system
src/framework/graphics/painter.h,framework/graphics/paintershaderprogram.h,system
src/framework/graphics/painter.h,framework/graphics/texture.h,system
src/framework/graphics/painter.h,framework/graphics/colorarray.h,system
src/framework/graphics/painter.h,framework/graphics/drawqueue.h,system
src/framework/graphics/paintershaderprogram.cpp,paintershaderprogram.h,local
src/framework/graphics/paintershaderprogram.cpp,painter.h,local
src/framework/graphics/paintershaderprogram.cpp,texture.h,local
src/framework/graphics/paintershaderprogram.cpp,texturemanager.h,local
src/framework/graphics/paintershaderprogram.cpp,graphics.h,local
src/framework/graphics/paintershaderprogram.cpp,framework/core/clock.h,system
src/framework/graphics/paintershaderprogram.cpp,framework/platform/platformwindow.h,system
src/framework/graphics/paintershaderprogram.h,shaderprogram.h,local
src/framework/graphics/paintershaderprogram.h,coordsbuffer.h,local
src/framework/graphics/paintershaderprogram.h,framework/core/timer.h,system
src/framework/graphics/shader.cpp,shader.h,local
src/framework/graphics/shader.cpp,graphics.h,local
src/framework/graphics/shader.cpp,framework/core/application.h,system
src/framework/graphics/shader.cpp,framework/core/resourcemanager.h,system
src/framework/graphics/shader.h,declarations.h,local
src/framework/graphics/shadermanager.cpp,shadermanager.h,local
src/framework/graphics/shadermanager.cpp,framework/graphics/paintershaderprogram.h,system
src/framework/graphics/shadermanager.cpp,framework/graphics/graphics.h,system
src/framework/graphics/shadermanager.cpp,framework/core/resourcemanager.h,system
src/framework/graphics/shadermanager.cpp,framework/core/eventdispatcher.h,system
src/framework/graphics/shadermanager.h,declarations.h,local
src/framework/graphics/shadermanager.h,framework/graphics/paintershaderprogram.h,system
src/framework/graphics/shaderprogram.cpp,shaderprogram.h,local
src/framework/graphics/shaderprogram.cpp,graphics.h,local
src/framework/graphics/shaderprogram.cpp,framework/core/application.h,system
src/framework/graphics/shaderprogram.h,shader.h,local
src/framework/graphics/shaderprogram.h,framework/luaengine/luaobject.h,system
src/framework/graphics/textrender.cpp,painter.h,local
src/framework/graphics/textrender.cpp,textrender.h,local
src/framework/graphics/textrender.cpp,framework/core/logger.h,system
src/framework/graphics/textrender.cpp,framework/core/eventdispatcher.h,system
src/framework/graphics/textrender.h,map,system
src/framework/graphics/textrender.h,mutex,system
src/framework/graphics/textrender.h,bitmapfont.h,local
src/framework/graphics/textrender.h,coordsbuffer.h,local
src/framework/graphics/textrender.h,framework/core/clock.h,system
src/framework/graphics/texture.cpp,texture.h,local
src/framework/graphics/texture.cpp,graphics.h,local
src/framework/graphics/texture.cpp,framebuffer.h,local
src/framework/graphics/texture.cpp,image.h,local
src/framework/graphics/texture.cpp,framework/core/application.h,system
src/framework/graphics/texture.cpp,framework/core/eventdispatcher.h,system
src/framework/graphics/texture.cpp,framework/util/stats.h,system
src/framework/graphics/texture.cpp,framework/graphics/texturemanager.h,system
src/framework/graphics/texture.h,declarations.h,local
src/framework/graphics/texturemanager.cpp,texturemanager.h,local
src/framework/graphics/texturemanager.cpp,animatedtexture.h,local
src/framework/graphics/texturemanager.cpp,graphics.h,local
src/framework/graphics/texturemanager.cpp,image.h,local
src/framework/graphics/texturemanager.cpp,framework/core/resourcemanager.h,system
src/framework/graphics/texturemanager.cpp,framework/core/clock.h,system
src/framework/graphics/texturemanager.cpp,framework/core/eventdispatcher.h,system
src/framework/graphics/texturemanager.cpp,framework/graphics/apngloader.h,system
src/framework/graphics/texturemanager.cpp,framework/util/stats.h,system
src/framework/graphics/texturemanager.h,texture.h,local
src/framework/graphics/texturemanager.h,framework/core/declarations.h,system
src/framework/graphics/vertexarray.h,declarations.h,local
src/framework/graphics/vertexarray.h,hardwarebuffer.h,local
src/framework/graphics/vertexarray.h,framework/util/databuffer.h,system
src/framework/graphics/shaders/newshader.h,string,system
src/framework/graphics/shaders/shaders.h,newshader.h,local
src/framework/graphics/shaders/shaders.h,shadersources.h,local
src/framework/graphics/shaders/shaders.h,outfits.h,local
src/framework/http/http.cpp,framework/global.h,system
src/framework/http/http.cpp,framework/luaengine/luainterface.h,system
src/framework/http/http.cpp,framework/util/crypt.h,system
src/framework/http/http.cpp,framework/util/stats.h,system
src/framework/http/http.cpp,framework/core/eventdispatcher.h,system
src/framework/http/http.cpp,http.h,local
src/framework/http/http.cpp,session.h,local
src/framework/http/http.cpp,websocket.h,local
src/framework/http/http.h,framework/global.h,system
src/framework/http/http.h,result.h,local
src/framework/http/result.h,string,system
src/framework/http/result.h,memory,system
src/framework/http/result.h,functional,system
src/framework/http/result.h,vector,system
src/framework/http/session.cpp,framework/stdext/uri.h,system
src/framework/http/session.cpp,chrono,system
src/framework/http/session.cpp,session.h,local
src/framework/http/session.cpp,string_view,system
src/framework/http/session.h,framework/global.h,system
src/framework/http/session.h,iostream,system
src/framework/http/session.h,string,system
src/framework/http/session.h,memory,system
src/framework/http/session.h,functional,system
src/framework/http/session.h,future,system
src/framework/http/session.h,result.h,local
src/framework/http/websocket.cpp,framework/stdext/uri.h,system
src/framework/http/websocket.cpp,chrono,system
src/framework/http/websocket.cpp,websocket.h,local
src/framework/http/websocket.h,framework/global.h,system
src/framework/http/websocket.h,iostream,system
src/framework/http/websocket.h,string,system
src/framework/http/websocket.h,memory,system
src/framework/http/websocket.h,functional,system
src/framework/http/websocket.h,future,system
src/framework/http/websocket.h,queue,system
src/framework/http/websocket.h,vector,system
src/framework/http/websocket.h,result.h,local
src/framework/input/mouse.cpp,mouse.h,local
src/framework/input/mouse.cpp,framework/ui/uiwidget.h,system
src/framework/input/mouse.cpp,framework/platform/platformwindow.h,system
src/framework/input/mouse.cpp,framework/core/eventdispatcher.h,system
src/framework/input/mouse.cpp,framework/core/resourcemanager.h,system
src/framework/input/mouse.h,framework/global.h,system
src/framework/luaengine/declarations.h,framework/global.h,system
src/framework/luaengine/declarations.h,memory,system
src/framework/luaengine/lbitlib.cpp,luajit/lua.h,system
src/framework/luaengine/lbitlib.cpp,luajit/lualib.h,system
src/framework/luaengine/lbitlib.cpp,luajit/lauxlib.h,system
src/framework/luaengine/lbitlib.cpp,lua.h,system
src/framework/luaengine/lbitlib.cpp,lualib.h,system
src/framework/luaengine/lbitlib.cpp,lauxlib.h,system
src/framework/luaengine/lbitlib.cpp,math.h,system
src/framework/luaengine/luabinder.h,luainterface.h,local
src/framework/luaengine/luabinder.h,luaexception.h,local
src/framework/luaengine/luabinder.h,framework/stdext/traits.h,system
src/framework/luaengine/luabinder.h,tuple,system
src/framework/luaengine/luaexception.cpp,luaexception.h,local
src/framework/luaengine/luaexception.cpp,luainterface.h,local
src/framework/luaengine/luaexception.h,declarations.h,local
src/framework/luaengine/luainterface.cpp,luainterface.h,local
src/framework/luaengine/luainterface.cpp,luaobject.h,local
src/framework/luaengine/luainterface.cpp,framework/core/resourcemanager.h,system
src/framework/luaengine/luainterface.cpp,framework/util/stats.h,system
src/framework/luaengine/luainterface.cpp,luajit/lua.h,system
src/framework/luaengine/luainterface.cpp,luajit/lualib.h,system
src/framework/luaengine/luainterface.cpp,luajit/lauxlib.h,system
src/framework/luaengine/luainterface.cpp,lua.h,system
src/framework/luaengine/luainterface.cpp,lualib.h,system
src/framework/luaengine/luainterface.cpp,lauxlib.h,system
src/framework/luaengine/luainterface.cpp,lbitlib.h,local
src/framework/luaengine/luainterface.h,declarations.h,local
src/framework/luaengine/luainterface.h,framework/util/stats.h,system
src/framework/luaengine/luainterface.h,luaexception.h,local
src/framework/luaengine/luainterface.h,luabinder.h,local
src/framework/luaengine/luainterface.h,luavaluecasts.h,local
src/framework/luaengine/luaobject.cpp,luaobject.h,local
src/framework/luaengine/luaobject.cpp,luainterface.h,local
src/framework/luaengine/luaobject.cpp,typeinfo,system
src/framework/luaengine/luaobject.cpp,framework/core/application.h,system
src/framework/luaengine/luaobject.h,framework/util/stats.h,system
src/framework/luaengine/luaobject.h,declarations.h,local
src/framework/luaengine/luaobject.h,luainterface.h,local
src/framework/luaengine/luavaluecasts.cpp,luavaluecasts.h,local
src/framework/luaengine/luavaluecasts.cpp,luainterface.h,local
src/framework/luaengine/luavaluecasts.cpp,framework/otml/otmlnode.h,system
src/framework/luaengine/luavaluecasts.h,declarations.h,local
src/framework/luaengine/luavaluecasts.h,framework/otml/declarations.h,system
src/framework/luaengine/luavaluecasts.h,luaexception.h,local
src/framework/luaengine/luavaluecasts.h,luainterface.h,local
src/framework/luaengine/luavaluecasts.h,luaobject.h,local
src/framework/net/connection.cpp,connection.h,local
src/framework/net/connection.cpp,framework/core/application.h,system
src/framework/net/connection.cpp,framework/core/eventdispatcher.h,system
src/framework/net/connection.cpp,boost/asio.hpp,system
src/framework/net/connection.cpp,framework/util/stats.h,system
src/framework/net/connection.cpp,framework/util/extras.h,system
src/framework/net/connection.cpp,chrono,system
src/framework/net/connection.h,declarations.h,local
src/framework/net/connection.h,framework/luaengine/luaobject.h,system
src/framework/net/connection.h,framework/core/timer.h,system
src/framework/net/connection.h,framework/core/declarations.h,system
src/framework/net/declarations.h,framework/global.h,system
src/framework/net/inputmessage.cpp,inputmessage.h,local
src/framework/net/inputmessage.cpp,framework/util/crypt.h,system
src/framework/net/inputmessage.cpp,client/map.h,system
src/framework/net/inputmessage.h,declarations.h,local
src/framework/net/inputmessage.h,framework/luaengine/luaobject.h,system
src/framework/net/outputmessage.cpp,framework/net/outputmessage.h,system
src/framework/net/outputmessage.cpp,framework/util/crypt.h,system
src/framework/net/outputmessage.h,declarations.h,local
src/framework/net/outputmessage.h,framework/luaengine/luaobject.h,system
src/framework/net/packet_player.cpp,framework/global.h,system
src/framework/net/packet_player.cpp,framework/core/clock.h,system
src/framework/net/packet_player.cpp,packet_player.h,local
src/framework/net/packet_player.h,deque,system
src/framework/net/packet_player.h,framework/core/eventdispatcher.h,system
src/framework/net/packet_player.h,framework/net/outputmessage.h,system
src/framework/net/packet_recorder.cpp,framework/global.h,system
src/framework/net/packet_recorder.cpp,framework/core/clock.h,system
src/framework/net/packet_recorder.cpp,framework/core/resourcemanager.h,system
src/framework/net/packet_recorder.cpp,packet_recorder.h,local
src/framework/net/packet_recorder.h,framework/net/inputmessage.h,system
src/framework/net/packet_recorder.h,framework/net/outputmessage.h,system
src/framework/net/protocol.cpp,protocol.h,local
src/framework/net/protocol.cpp,connection.h,local
src/framework/net/protocol.cpp,framework/core/application.h,system
src/framework/net/protocol.cpp,random,system
src/framework/net/protocol.cpp,framework/net/packet_player.h,system
src/framework/net/protocol.cpp,framework/net/packet_recorder.h,system
src/framework/net/protocol.h,declarations.h,local
src/framework/net/protocol.h,inputmessage.h,local
src/framework/net/protocol.h,outputmessage.h,local
src/framework/net/protocol.h,connection.h,local
src/framework/net/protocol.h,framework/luaengine/luaobject.h,system
src/framework/net/protocol.h,framework/proxy/proxy.h,system
src/framework/net/protocol.h,zlib.h,system
src/framework/net/server.cpp,server.h,local
src/framework/net/server.cpp,connection.h,local
src/framework/net/server.h,declarations.h,local
src/framework/net/server.h,framework/luaengine/luaobject.h,system
src/framework/otml/declarations.h,framework/global.h,system
src/framework/otml/otml.h,otmldocument.h,local
src/framework/otml/otml.h,otmlnode.h,local
src/framework/otml/otmldocument.cpp,otmldocument.h,local
src/framework/otml/otmldocument.cpp,otmlparser.h,local
src/framework/otml/otmldocument.cpp,otmlemitter.h,local
src/framework/otml/otmldocument.cpp,framework/core/resourcemanager.h,system
src/framework/otml/otmldocument.h,otmlnode.h,local
src/framework/otml/otmlemitter.cpp,otmlemitter.h,local
src/framework/otml/otmlemitter.cpp,otmldocument.h,local
src/framework/otml/otmlemitter.h,declarations.h,local
src/framework/otml/otmlexception.cpp,otmlexception.h,local
src/framework/otml/otmlexception.cpp,otmldocument.h,local
src/framework/otml/otmlexception.h,declarations.h,local
src/framework/otml/otmlnode.cpp,otmlnode.h,local
src/framework/otml/otmlnode.cpp,otmlemitter.h,local
src/framework/otml/otmlnode.cpp,otmldocument.h,local
src/framework/otml/otmlnode.cpp,framework/util/extras.h,system
src/framework/otml/otmlnode.h,declarations.h,local
src/framework/otml/otmlnode.h,otmlexception.h,local
src/framework/otml/otmlparser.cpp,otmlparser.h,local
src/framework/otml/otmlparser.cpp,otmldocument.h,local
src/framework/otml/otmlparser.cpp,otmlexception.h,local
src/framework/otml/otmlparser.cpp,boost/tokenizer.hpp,system
src/framework/otml/otmlparser.h,declarations.h,local
src/framework/platform/androidplatform.cpp,framework/global.h,system
src/framework/platform/androidplatform.cpp,platform.h,local
src/framework/platform/androidplatform.cpp,androidwindow.h,local
src/framework/platform/androidplatform.cpp,fstream,system
src/framework/platform/androidplatform.cpp,unistd.h,system
src/framework/platform/androidplatform.cpp,string.h,system
src/framework/platform/androidplatform.cpp,framework/stdext/stdext.h,system
src/framework/platform/androidplatform.cpp,framework/core/eventdispatcher.h,system
src/framework/platform/androidplatform.cpp,sys/stat.h,system
src/framework/platform/androidwindow.cpp,framework/core/eventdispatcher.h,system
src/framework/platform/androidwindow.cpp,androidwindow.h,local
src/framework/platform/androidwindow.h,platformwindow.h,local
src/framework/platform/platform.cpp,platform.h,local
src/framework/platform/platform.h,string,system
src/framework/platform/platform.h,vector,system
src/framework/platform/platform.h,framework/stdext/types.h,system
src/framework/platform/platformwindow.cpp,platformwindow.h,local
src/framework/platform/platformwindow.cpp,win32window.h,local
src/framework/platform/platformwindow.cpp,androidwindow.h,local
src/framework/platform/platformwindow.cpp,sdlwindow.h,local
src/framework/platform/platformwindow.cpp,x11window.h,local
src/framework/platform/platformwindow.cpp,framework/core/clock.h,system
src/framework/platform/platformwindow.cpp,framework/core/clock.h,system
src/framework/platform/platformwindow.cpp,framework/core/eventdispatcher.h,system
src/framework/platform/platformwindow.cpp,framework/graphics/image.h,system
src/framework/platform/platformwindow.h,framework/global.h,system
src/framework/platform/platformwindow.h,framework/core/inputevent.h,system
src/framework/platform/platformwindow.h,framework/core/timer.h,system
src/framework/platform/platformwindow.h,framework/graphics/declarations.h,system
src/framework/platform/sdlwindow.cpp,framework/core/eventdispatcher.h,system
src/framework/platform/sdlwindow.cpp,sdlwindow.h,local
src/framework/platform/sdlwindow.h,platformwindow.h,local
src/framework/platform/unixcrashhandler.cpp,crashhandler.h,local
src/framework/platform/unixcrashhandler.cpp,framework/global.h,system
src/framework/platform/unixcrashhandler.cpp,framework/core/application.h,system
src/framework/platform/unixcrashhandler.cpp,execinfo.h,system
src/framework/platform/unixcrashhandler.cpp,ucontext.h,system
src/framework/platform/unixcrashhandler.cpp,signal.h,system
src/framework/platform/unixplatform.cpp,framework/global.h,system
src/framework/platform/unixplatform.cpp,platform.h,local
src/framework/platform/unixplatform.cpp,fstream,system
src/framework/platform/unixplatform.cpp,unistd.h,system
src/framework/platform/unixplatform.cpp,string.h,system
src/framework/platform/unixplatform.cpp,framework/stdext/stdext.h,system
src/framework/platform/unixplatform.cpp,framework/core/eventdispatcher.h,system
src/framework/platform/unixplatform.cpp,sys/stat.h,system
src/framework/platform/unixplatform.cpp,execinfo.h,system
src/framework/platform/win32crashhandler.cpp,crashhandler.h,local
src/framework/platform/win32crashhandler.cpp,framework/global.h,system
src/framework/platform/win32crashhandler.cpp,framework/core/application.h,system
src/framework/platform/win32crashhandler.cpp,framework/core/resourcemanager.h,system
src/framework/platform/win32crashhandler.cpp,winsock2.h,system
src/framework/platform/win32crashhandler.cpp,windows.h,system
src/framework/platform/win32crashhandler.cpp,process.h,system
src/framework/platform/win32crashhandler.cpp,imagehlp.h,system
src/framework/platform/win32crashhandler.cpp,imagehlp.h,system
src/framework/platform/win32platform.cpp,platform.h,local
src/framework/platform/win32platform.cpp,winsock2.h,system
src/framework/platform/win32platform.cpp,windows.h,system
src/framework/platform/win32platform.cpp,framework/global.h,system
src/framework/platform/win32platform.cpp,framework/stdext/stdext.h,system
src/framework/platform/win32platform.cpp,framework/core/eventdispatcher.h,system
src/framework/platform/win32platform.cpp,boost/algorithm/string.hpp,system
src/framework/platform/win32platform.cpp,tchar.h,system
src/framework/platform/win32platform.cpp,Psapi.h,system
src/framework/platform/win32platform.cpp,iphlpapi.h,system
src/framework/platform/win32platform.cpp,tlhelp32.h,system
src/framework/platform/win32window.cpp,win32window.h,local
src/framework/platform/win32window.cpp,framework/graphics/image.h,system
src/framework/platform/win32window.cpp,framework/core/application.h,system
src/framework/platform/win32window.cpp,framework/core/resourcemanager.h,system
src/framework/platform/win32window.cpp,framework/core/eventdispatcher.h,system
src/framework/platform/win32window.cpp,framework/util/stats.h,system
src/framework/platform/win32window.cpp,framework/util/extras.h,system
src/framework/platform/win32window.h,platformwindow.h,local
src/framework/platform/win32window.h,winsock2.h,system
src/framework/platform/win32window.h,windows.h,system
src/framework/platform/win32window.h,EGL/egl.h,system
src/framework/platform/x11window.cpp,framework/global.h,system
src/framework/platform/x11window.cpp,x11window.h,local
src/framework/platform/x11window.cpp,framework/core/resourcemanager.h,system
src/framework/platform/x11window.cpp,framework/core/eventdispatcher.h,system
src/framework/platform/x11window.cpp,framework/graphics/image.h,system
src/framework/platform/x11window.cpp,framework/util/stats.h,system
src/framework/platform/x11window.cpp,unistd.h,system
src/framework/platform/x11window.h,platformwindow.h,local
src/framework/platform/x11window.h,framework/graphics/glutil.h,system
src/framework/platform/x11window.h,X11/Xlib.h,system
src/framework/platform/x11window.h,X11/Xatom.h,system
src/framework/platform/x11window.h,EGL/egl.h,system
src/framework/platform/x11window.h,GL/glx.h,system
src/framework/proxy/proxy.cpp,framework/global.h,system
src/framework/proxy/proxy.cpp,proxy.h,local
src/framework/proxy/proxy.cpp,framework/stdext/stdext.h,system
src/framework/proxy/proxy.h,proxy_client.h,local
src/framework/proxy/proxy_client.cpp,framework/global.h,system
src/framework/proxy/proxy_client.cpp,iostream,system
src/framework/proxy/proxy_client.cpp,sstream,system
src/framework/proxy/proxy_client.cpp,proxy_client.h,local
src/framework/proxy/proxy_client.h,cstdint,system
src/framework/proxy/proxy_client.h,boost/asio.hpp,system
src/framework/proxy/proxy_client.h,memory,system
src/framework/proxy/proxy_client.h,string,system
src/framework/proxy/proxy_client.h,list,system
src/framework/proxy/proxy_client.h,thread,system
src/framework/proxy/proxy_client.h,functional,system
src/framework/proxy/proxy_client.h,map,system
src/framework/proxy/proxy_client.h,chrono,system
src/framework/proxy/proxy_client.h,chrono,system
src/framework/proxy/proxy_client.h,vector,system
src/framework/proxy/proxy_client.h,random,system
src/framework/proxy/proxy_client.h,set,system
src/framework/sound/combinedsoundsource.cpp,combinedsoundsource.h,local
src/framework/sound/combinedsoundsource.h,soundsource.h,local
src/framework/sound/declarations.h,framework/global.h,system
src/framework/sound/declarations.h,OpenAL/al.h,system
src/framework/sound/declarations.h,OpenAL/alc.h,system
src/framework/sound/declarations.h,AL/al.h,system
src/framework/sound/declarations.h,AL/alc.h,system
src/framework/sound/oggsoundfile.cpp,oggsoundfile.h,local
src/framework/sound/oggsoundfile.h,soundfile.h,local
src/framework/sound/oggsoundfile.h,vorbis/vorbisfile.h,system
src/framework/sound/soundbuffer.cpp,soundbuffer.h,local
src/framework/sound/soundbuffer.cpp,soundfile.h,local
src/framework/sound/soundbuffer.h,declarations.h,local
src/framework/sound/soundbuffer.h,framework/util/databuffer.h,system
src/framework/sound/soundchannel.cpp,soundchannel.h,local
src/framework/sound/soundchannel.cpp,streamsoundsource.h,local
src/framework/sound/soundchannel.cpp,soundmanager.h,local
src/framework/sound/soundchannel.h,soundsource.h,local
src/framework/sound/soundfile.cpp,soundfile.h,local
src/framework/sound/soundfile.cpp,oggsoundfile.h,local
src/framework/sound/soundfile.cpp,framework/core/resourcemanager.h,system
src/framework/sound/soundfile.h,declarations.h,local
src/framework/sound/soundfile.h,framework/core/filestream.h,system
src/framework/sound/soundmanager.cpp,soundmanager.h,local
src/framework/sound/soundmanager.cpp,soundsource.h,local
src/framework/sound/soundmanager.cpp,soundbuffer.h,local
src/framework/sound/soundmanager.cpp,soundfile.h,local
src/framework/sound/soundmanager.cpp,streamsoundsource.h,local
src/framework/sound/soundmanager.cpp,combinedsoundsource.h,local
src/framework/sound/soundmanager.cpp,framework/core/clock.h,system
src/framework/sound/soundmanager.cpp,framework/core/eventdispatcher.h,system
src/framework/sound/soundmanager.cpp,framework/core/resourcemanager.h,system
src/framework/sound/soundmanager.cpp,framework/core/asyncdispatcher.h,system
src/framework/sound/soundmanager.cpp,thread,system
src/framework/sound/soundmanager.cpp,framework/util/stats.h,system
src/framework/sound/soundmanager.h,declarations.h,local
src/framework/sound/soundmanager.h,soundchannel.h,local
src/framework/sound/soundsource.cpp,soundsource.h,local
src/framework/sound/soundsource.cpp,soundbuffer.h,local
src/framework/sound/soundsource.cpp,framework/core/clock.h,system
src/framework/sound/soundsource.h,declarations.h,local
src/framework/sound/soundsource.h,soundbuffer.h,local
src/framework/sound/soundsource.h,framework/luaengine/luaobject.h,system
src/framework/sound/streamsoundsource.cpp,streamsoundsource.h,local
src/framework/sound/streamsoundsource.cpp,soundbuffer.h,local
src/framework/sound/streamsoundsource.cpp,soundfile.h,local
src/framework/sound/streamsoundsource.cpp,framework/util/databuffer.h,system
src/framework/sound/streamsoundsource.cpp,boost/concept_check.hpp,system
src/framework/sound/streamsoundsource.h,soundsource.h,local
src/framework/stdext/any.h,algorithm,system
src/framework/stdext/any.h,typeinfo,system
src/framework/stdext/cast.h,exception.h,local
src/framework/stdext/cast.h,demangle.h,local
src/framework/stdext/cast.h,sstream,system
src/framework/stdext/cast.h,iostream,system
src/framework/stdext/cast.h,cstdlib,system
src/framework/stdext/compiler.h,winsock2.h,system
src/framework/stdext/demangle.cpp,demangle.h,local
src/framework/stdext/demangle.cpp,winsock2.h,system
src/framework/stdext/demangle.cpp,windows.h,system
src/framework/stdext/demangle.cpp,dbghelp.h,system
src/framework/stdext/demangle.cpp,cxxabi.h,system
src/framework/stdext/demangle.cpp,cstring,system
src/framework/stdext/demangle.cpp,cstdlib,system
src/framework/stdext/demangle.h,typeinfo,system
src/framework/stdext/demangle.h,string,system
src/framework/stdext/dumper.h,iostream,system
src/framework/stdext/dynamic_storage.h,types.h,local
src/framework/stdext/dynamic_storage.h,any.h,local
src/framework/stdext/dynamic_storage.h,unordered_map,system
src/framework/stdext/exception.h,exception,system
src/framework/stdext/exception.h,string,system
src/framework/stdext/format.h,traits.h,local
src/framework/stdext/format.h,string,system
src/framework/stdext/format.h,cstdio,system
src/framework/stdext/format.h,tuple,system
src/framework/stdext/format.h,iostream,system
src/framework/stdext/format.h,sstream,system
src/framework/stdext/format.h,iomanip,system
src/framework/stdext/math.cpp,math.h,local
src/framework/stdext/math.cpp,random,system
src/framework/stdext/math.h,algorithm,system
src/framework/stdext/math.h,types.h,local
src/framework/stdext/net.cpp,net.h,local
src/framework/stdext/net.cpp,boost/lexical_cast.hpp,system
src/framework/stdext/net.cpp,boost/algorithm/string.hpp,system
src/framework/stdext/net.cpp,boost/asio/ip/address_v4.hpp,system
src/framework/stdext/net.h,types.h,local
src/framework/stdext/net.h,string,system
src/framework/stdext/net.h,vector,system
src/framework/stdext/packed_any.h,framework/global.h,system
src/framework/stdext/packed_any.h,algorithm,system
src/framework/stdext/packed_any.h,type_traits,system
src/framework/stdext/packed_any.h,typeinfo,system
src/framework/stdext/packed_storage.h,types.h,local
src/framework/stdext/packed_storage.h,packed_any.h,local
src/framework/stdext/shared_object.h,types.h,local
src/framework/stdext/shared_object.h,type_traits,system
src/framework/stdext/shared_object.h,functional,system
src/framework/stdext/shared_object.h,ostream,system
src/framework/stdext/shared_object.h,atomic,system
src/framework/stdext/stdext.h,compiler.h,local
src/framework/stdext/stdext.h,dumper.h,local
src/framework/stdext/stdext.h,types.h,local
src/framework/stdext/stdext.h,exception.h,local
src/framework/stdext/stdext.h,demangle.h,local
src/framework/stdext/stdext.h,cast.h,local
src/framework/stdext/stdext.h,math.h,local
src/framework/stdext/stdext.h,string.h,local
src/framework/stdext/stdext.h,time.h,local
src/framework/stdext/stdext.h,boolean.h,local
src/framework/stdext/stdext.h,shared_object.h,local
src/framework/stdext/stdext.h,any.h,local
src/framework/stdext/stdext.h,packed_any.h,local
src/framework/stdext/stdext.h,dynamic_storage.h,local
src/framework/stdext/stdext.h,packed_storage.h,local
src/framework/stdext/stdext.h,format.h,local
src/framework/stdext/string.cpp,framework/global.h,system
src/framework/stdext/string.cpp,string.h,local
src/framework/stdext/string.cpp,format.h,local
src/framework/stdext/string.cpp,boost/algorithm/string.hpp,system
src/framework/stdext/string.cpp,ctype.h,system
src/framework/stdext/string.cpp,physfs.h,system
src/framework/stdext/string.cpp,winsock2.h,system
src/framework/stdext/string.cpp,windows.h,system
src/framework/stdext/string.h,string,system
src/framework/stdext/string.h,cstring,system
src/framework/stdext/string.h,vector,system
src/framework/stdext/string.h,types.h,local
src/framework/stdext/string.h,cast.h,local
src/framework/stdext/thread.h,thread,system
src/framework/stdext/thread.h,condition_variable,system
src/framework/stdext/thread.h,mutex,system
src/framework/stdext/time.cpp,time.h,local
src/framework/stdext/time.cpp,chrono,system
src/framework/stdext/time.cpp,ctime,system
src/framework/stdext/time.cpp,thread,system
src/framework/stdext/time.h,types.h,local
src/framework/stdext/traits.h,type_traits,system
src/framework/stdext/types.h,cstdint,system
src/framework/stdext/types.h,cstddef,system
src/framework/stdext/uri.cpp,boost/algorithm/string.hpp,system
src/framework/stdext/uri.cpp,regex,system
src/framework/stdext/uri.cpp,uri.h,local
src/framework/stdext/uri.h,string,system
src/framework/ui/declarations.h,framework/global.h,system
src/framework/ui/ui.h,uimanager.h,local
src/framework/ui/ui.h,uiwidget.h,local
src/framework/ui/ui.h,uitextedit.h,local
src/framework/ui/ui.h,uilayout.h,local
src/framework/ui/ui.h,uihorizontallayout.h,local
src/framework/ui/ui.h,uiverticallayout.h,local
src/framework/ui/ui.h,uigridlayout.h,local
src/framework/ui/ui.h,uianchorlayout.h,local
src/framework/ui/uianchorlayout.cpp,uianchorlayout.h,local
src/framework/ui/uianchorlayout.cpp,uiwidget.h,local
src/framework/ui/uianchorlayout.h,uilayout.h,local
src/framework/ui/uiboxlayout.cpp,uiboxlayout.h,local
src/framework/ui/uiboxlayout.cpp,uiwidget.h,local
src/framework/ui/uiboxlayout.h,uilayout.h,local
src/framework/ui/uigridlayout.cpp,uigridlayout.h,local
src/framework/ui/uigridlayout.cpp,uiwidget.h,local
src/framework/ui/uigridlayout.cpp,framework/core/eventdispatcher.h,system
src/framework/ui/uigridlayout.h,uilayout.h,local
src/framework/ui/uihorizontallayout.cpp,uihorizontallayout.h,local
src/framework/ui/uihorizontallayout.cpp,uiwidget.h,local
src/framework/ui/uihorizontallayout.cpp,framework/core/eventdispatcher.h,system
src/framework/ui/uihorizontallayout.h,uiboxlayout.h,local
src/framework/ui/uilayout.cpp,uilayout.h,local
src/framework/ui/uilayout.cpp,uiwidget.h,local
src/framework/ui/uilayout.cpp,framework/core/eventdispatcher.h,system
src/framework/ui/uilayout.h,declarations.h,local
src/framework/ui/uilayout.h,framework/luaengine/luaobject.h,system
src/framework/ui/uilayout.h,framework/otml/otml.h,system
src/framework/ui/uimanager.cpp,uimanager.h,local
src/framework/ui/uimanager.cpp,ui.h,local
src/framework/ui/uimanager.cpp,framework/otml/otml.h,system
src/framework/ui/uimanager.cpp,framework/graphics/graphics.h,system
src/framework/ui/uimanager.cpp,framework/platform/platformwindow.h,system
src/framework/ui/uimanager.cpp,framework/core/eventdispatcher.h,system
src/framework/ui/uimanager.cpp,framework/core/application.h,system
src/framework/ui/uimanager.cpp,framework/core/resourcemanager.h,system
src/framework/ui/uimanager.cpp,framework/util/extras.h,system
src/framework/ui/uimanager.h,declarations.h,local
src/framework/ui/uimanager.h,uiwidget.h,local
