widget_or_type,file,line,anchor
skillId7,modules/modules/game_skills/skills.otui,178,:ref:`modules-modules-game-skills-skills-otui-l178-skillid7-6c05618efe`
nan,modules/modules/game_skills/skills.otui,180,:ref:`modules-modules-game-skills-skills-otui-l180-nan-b2ce95fb10`
nan,modules/modules/game_skills/skills.otui,182,:ref:`modules-modules-game-skills-skills-otui-l182-nan-142c02790e`
skillId8,modules/modules/game_skills/skills.otui,184,:ref:`modules-modules-game-skills-skills-otui-l184-skillid8-39c807c0be`
nan,modules/modules/game_skills/skills.otui,186,:ref:`modules-modules-game-skills-skills-otui-l186-nan-dfa0153055`
nan,modules/modules/game_skills/skills.otui,188,:ref:`modules-modules-game-skills-skills-otui-l188-nan-d5bbf5134b`
skillId9,modules/modules/game_skills/skills.otui,190,:ref:`modules-modules-game-skills-skills-otui-l190-skillid9-d90aa876b4`
nan,modules/modules/game_skills/skills.otui,192,:ref:`modules-modules-game-skills-skills-otui-l192-nan-22ce6259bb`
nan,modules/modules/game_skills/skills.otui,194,:ref:`modules-modules-game-skills-skills-otui-l194-nan-76ced35722`
skillId10,modules/modules/game_skills/skills.otui,196,:ref:`modules-modules-game-skills-skills-otui-l196-skillid10-5b2d36c4a8`
nan,modules/modules/game_skills/skills.otui,198,:ref:`modules-modules-game-skills-skills-otui-l198-nan-93a10562b0`
nan,modules/modules/game_skills/skills.otui,200,:ref:`modules-modules-game-skills-skills-otui-l200-nan-39cdf8c34d`
skillId11,modules/modules/game_skills/skills.otui,202,:ref:`modules-modules-game-skills-skills-otui-l202-skillid11-d43e9ca2a1`
nan,modules/modules/game_skills/skills.otui,204,:ref:`modules-modules-game-skills-skills-otui-l204-nan-fb093cbea5`
nan,modules/modules/game_skills/skills.otui,206,:ref:`modules-modules-game-skills-skills-otui-l206-nan-9b941dd43f`
skillId12,modules/modules/game_skills/skills.otui,208,:ref:`modules-modules-game-skills-skills-otui-l208-skillid12-6471d5d99d`
nan,modules/modules/game_skills/skills.otui,210,:ref:`modules-modules-game-skills-skills-otui-l210-nan-1b2091be5a`
nan,modules/modules/game_skills/skills.otui,212,:ref:`modules-modules-game-skills-skills-otui-l212-nan-87d52b85c5`
nan,modules/modules/game_spelllist/spelllist.otui,1,:ref:`modules-modules-game-spelllist-spelllist-otui-l1-nan-e48c04be42`
nan,modules/modules/game_spelllist/spelllist.otui,16,:ref:`modules-modules-game-spelllist-spelllist-otui-l16-nan-c2e60faf4d`
nan,modules/modules/game_spelllist/spelllist.otui,23,:ref:`modules-modules-game-spelllist-spelllist-otui-l23-nan-cc4eac2925`
nan,modules/modules/game_spelllist/spelllist.otui,29,:ref:`modules-modules-game-spelllist-spelllist-otui-l29-nan-d35a461deb`
spelllistWindow,modules/modules/game_spelllist/spelllist.otui,39,:ref:`modules-modules-game-spelllist-spelllist-otui-l39-spelllistwindo-de13a1c292`
spellList,modules/modules/game_spelllist/spelllist.otui,45,:ref:`modules-modules-game-spelllist-spelllist-otui-l45-spelllist-d9105af5b3`
buttonCancel,modules/modules/game_spelllist/spelllist.otui,56,:ref:`modules-modules-game-spelllist-spelllist-otui-l56-buttoncancel-2eecb2df2b`
spellsScrollBar,modules/modules/game_spelllist/spelllist.otui,64,:ref:`modules-modules-game-spelllist-spelllist-otui-l64-spellsscrollba-8badf51a6f`
labelName,modules/modules/game_spelllist/spelllist.otui,72,:ref:`modules-modules-game-spelllist-spelllist-otui-l72-labelname-0333be3ee1`
nan,modules/modules/game_spelllist/spelllist.otui,78,:ref:`modules-modules-game-spelllist-spelllist-otui-l78-nan-fcae277db3`
buttonFilterLevel,modules/modules/game_spelllist/spelllist.otui,84,:ref:`modules-modules-game-spelllist-spelllist-otui-l84-buttonfilterle-57af86b47a`
buttonFilterVocation,modules/modules/game_spelllist/spelllist.otui,89,:ref:`modules-modules-game-spelllist-spelllist-otui-l89-buttonfiltervo-3150bedc68`
labelFormula,modules/modules/game_spelllist/spelllist.otui,94,:ref:`modules-modules-game-spelllist-spelllist-otui-l94-labelformula-6f8ad515af`
labelVocation,modules/modules/game_spelllist/spelllist.otui,101,:ref:`modules-modules-game-spelllist-spelllist-otui-l101-labelvocation-5ad65aa994`
labelGroup,modules/modules/game_spelllist/spelllist.otui,107,:ref:`modules-modules-game-spelllist-spelllist-otui-l107-labelgroup-4513531081`
labelType,modules/modules/game_spelllist/spelllist.otui,113,:ref:`modules-modules-game-spelllist-spelllist-otui-l113-labeltype-907cbf4e89`
labelCooldown,modules/modules/game_spelllist/spelllist.otui,119,:ref:`modules-modules-game-spelllist-spelllist-otui-l119-labelcooldown-d8ca5d83e8`
labelLevel,modules/modules/game_spelllist/spelllist.otui,125,:ref:`modules-modules-game-spelllist-spelllist-otui-l125-labellevel-9df61e1492`
labelMana,modules/modules/game_spelllist/spelllist.otui,131,:ref:`modules-modules-game-spelllist-spelllist-otui-l131-labelmana-a80d40a966`
labelPremium,modules/modules/game_spelllist/spelllist.otui,137,:ref:`modules-modules-game-spelllist-spelllist-otui-l137-labelpremium-499465dd2e`
labelDescription,modules/modules/game_spelllist/spelllist.otui,143,:ref:`modules-modules-game-spelllist-spelllist-otui-l143-labeldescript-d60c69502d`
labelNameValue,modules/modules/game_spelllist/spelllist.otui,149,:ref:`modules-modules-game-spelllist-spelllist-otui-l149-labelnamevalu-13301660ba`
labelFormulaValue,modules/modules/game_spelllist/spelllist.otui,154,:ref:`modules-modules-game-spelllist-spelllist-otui-l154-labelformulav-290d1392b4`
labelVocationValue,modules/modules/game_spelllist/spelllist.otui,159,:ref:`modules-modules-game-spelllist-spelllist-otui-l159-labelvocation-dc78086c45`
labelGroupValue,modules/modules/game_spelllist/spelllist.otui,164,:ref:`modules-modules-game-spelllist-spelllist-otui-l164-labelgroupval-9a0f570815`
labelTypeValue,modules/modules/game_spelllist/spelllist.otui,169,:ref:`modules-modules-game-spelllist-spelllist-otui-l169-labeltypevalu-6132a5163a`
labelCooldownValue,modules/modules/game_spelllist/spelllist.otui,174,:ref:`modules-modules-game-spelllist-spelllist-otui-l174-labelcooldown-573c34d682`
labelLevelValue,modules/modules/game_spelllist/spelllist.otui,179,:ref:`modules-modules-game-spelllist-spelllist-otui-l179-labellevelval-6fe60035a1`
labelManaValue,modules/modules/game_spelllist/spelllist.otui,184,:ref:`modules-modules-game-spelllist-spelllist-otui-l184-labelmanavalu-90eca94888`
labelPremiumValue,modules/modules/game_spelllist/spelllist.otui,189,:ref:`modules-modules-game-spelllist-spelllist-otui-l189-labelpremiumv-b49d8f9ff7`
labelDescriptionValue,modules/modules/game_spelllist/spelllist.otui,194,:ref:`modules-modules-game-spelllist-spelllist-otui-l194-labeldescript-db6fdead8e`
labelVocationFilter,modules/modules/game_spelllist/spelllist.otui,199,:ref:`modules-modules-game-spelllist-spelllist-otui-l199-labelvocation-8c18fdacb1`
vocationBoxAny,modules/modules/game_spelllist/spelllist.otui,209,:ref:`modules-modules-game-spelllist-spelllist-otui-l209-vocationboxan-b565a59dab`
vocationBoxSorcerer,modules/modules/game_spelllist/spelllist.otui,218,:ref:`modules-modules-game-spelllist-spelllist-otui-l218-vocationboxso-4e95043794`
vocationBoxDruid,modules/modules/game_spelllist/spelllist.otui,226,:ref:`modules-modules-game-spelllist-spelllist-otui-l226-vocationboxdr-a8ae2c032d`
vocationBoxPaladin,modules/modules/game_spelllist/spelllist.otui,234,:ref:`modules-modules-game-spelllist-spelllist-otui-l234-vocationboxpa-65c4a61c7b`
vocationBoxKnight,modules/modules/game_spelllist/spelllist.otui,242,:ref:`modules-modules-game-spelllist-spelllist-otui-l242-vocationboxkn-8d62424e4a`
labelGroupFilter,modules/modules/game_spelllist/spelllist.otui,250,:ref:`modules-modules-game-spelllist-spelllist-otui-l250-labelgroupfil-56b4825e60`
groupBoxAny,modules/modules/game_spelllist/spelllist.otui,260,:ref:`modules-modules-game-spelllist-spelllist-otui-l260-groupboxany-e98b24d7ab`
groupBoxAttack,modules/modules/game_spelllist/spelllist.otui,269,:ref:`modules-modules-game-spelllist-spelllist-otui-l269-groupboxattac-cd38bee9c5`
groupBoxHealing,modules/modules/game_spelllist/spelllist.otui,277,:ref:`modules-modules-game-spelllist-spelllist-otui-l277-groupboxheali-002a285715`
groupBoxSupport,modules/modules/game_spelllist/spelllist.otui,285,:ref:`modules-modules-game-spelllist-spelllist-otui-l285-groupboxsuppo-e856a7a489`
labelPremiumFilter,modules/modules/game_spelllist/spelllist.otui,293,:ref:`modules-modules-game-spelllist-spelllist-otui-l293-labelpremiumf-7cd64c1074`
premiumBoxAny,modules/modules/game_spelllist/spelllist.otui,303,:ref:`modules-modules-game-spelllist-spelllist-otui-l303-premiumboxany-92311fe701`
premiumBoxNo,modules/modules/game_spelllist/spelllist.otui,312,:ref:`modules-modules-game-spelllist-spelllist-otui-l312-premiumboxno-c4f550262b`
premiumBoxYes,modules/modules/game_spelllist/spelllist.otui,320,:ref:`modules-modules-game-spelllist-spelllist-otui-l320-premiumboxyes-1c47404891`
game_stats,modules/modules/game_stats/stats.otui,1,:ref:`modules-modules-game-stats-stats-otui-l1-game-stats-1df26eadd9`
fps,modules/modules/game_stats/stats.otui,11,:ref:`modules-modules-game-stats-stats-otui-l11-fps-2c139cf5ab`
ping,modules/modules/game_stats/stats.otui,15,:ref:`modules-modules-game-stats-stats-otui-l15-ping-a52eb6b1e8`
nan,modules/modules/game_textmessage/textmessage.otui,1,:ref:`modules-modules-game-textmessage-textmessage-otui-l1-nan-823bc7cdbe`
nan,modules/modules/game_textmessage/textmessage.otui,9,:ref:`modules-modules-game-textmessage-textmessage-otui-l9-nan-1d278d22ac`
centerTextMessagePanel,modules/modules/game_textmessage/textmessage.otui,13,:ref:`modules-modules-game-textmessage-textmessage-otui-l13-centertext-3972077534`
highCenterLabel,modules/modules/game_textmessage/textmessage.otui,21,:ref:`modules-modules-game-textmessage-textmessage-otui-l21-highcenter-5bee234c98`
middleCenterLabel,modules/modules/game_textmessage/textmessage.otui,23,:ref:`modules-modules-game-textmessage-textmessage-otui-l23-middlecent-aac7e5da2b`
lowCenterLabel,modules/modules/game_textmessage/textmessage.otui,25,:ref:`modules-modules-game-textmessage-textmessage-otui-l25-lowcenterl-03d16f639d`
privateLabel,modules/modules/game_textmessage/textmessage.otui,28,:ref:`modules-modules-game-textmessage-textmessage-otui-l28-privatelab-56630a94b8`
statusLabel,modules/modules/game_textmessage/textmessage.otui,36,:ref:`modules-modules-game-textmessage-textmessage-otui-l36-statuslabe-7358ac6fac`
textWindow,modules/modules/game_textwindow/textwindow.otui,1,:ref:`modules-modules-game-textwindow-textwindow-otui-l1-textwindow-d148ee919d`
textItem,modules/modules/game_textwindow/textwindow.otui,5,:ref:`modules-modules-game-textwindow-textwindow-otui-l5-textitem-c646862305`
description,modules/modules/game_textwindow/textwindow.otui,11,:ref:`modules-modules-game-textwindow-textwindow-otui-l11-description-b0619d6576`
text,modules/modules/game_textwindow/textwindow.otui,21,:ref:`modules-modules-game-textwindow-textwindow-otui-l21-text-6f3fbf47a7`
textScroll,modules/modules/game_textwindow/textwindow.otui,30,:ref:`modules-modules-game-textwindow-textwindow-otui-l30-textscroll-da17c5a86d`
okButton,modules/modules/game_textwindow/textwindow.otui,40,:ref:`modules-modules-game-textwindow-textwindow-otui-l40-okbutton-b4115cb232`
cancelButton,modules/modules/game_textwindow/textwindow.otui,48,:ref:`modules-modules-game-textwindow-textwindow-otui-l48-cancelbutton-3e46dba55e`
nan,modules/modules/game_topbar/topbar.otui,1,:ref:`modules-modules-game-topbar-topbar-otui-l1-nan-a9436e25b9`
health,modules/modules/game_topbar/topbar.otui,4,:ref:`modules-modules-game-topbar-topbar-otui-l4-health-1c20d0e03d`
mana,modules/modules/game_topbar/topbar.otui,12,:ref:`modules-modules-game-topbar-topbar-otui-l12-mana-6b4e77229e`
states,modules/modules/game_topbar/topbar.otui,21,:ref:`modules-modules-game-topbar-topbar-otui-l21-states-84e628d81b`
box,modules/modules/game_topbar/topbar.otui,28,:ref:`modules-modules-game-topbar-topbar-otui-l28-box-a1ec9f7b7f`
nan,modules/modules/game_topbar/topbar.otui,35,:ref:`modules-modules-game-topbar-topbar-otui-l35-nan-464860dded`
level,modules/modules/game_topbar/topbar.otui,38,:ref:`modules-modules-game-topbar-topbar-otui-l38-level-5fddffe19c`
icon,modules/modules/game_topbar/topbar.otui,47,:ref:`modules-modules-game-topbar-topbar-otui-l47-icon-f8b989444c`
progress,modules/modules/game_topbar/topbar.otui,56,:ref:`modules-modules-game-topbar-topbar-otui-l56-progress-cc3c2faca0`
shop,modules/modules/game_topbar/topbar.otui,67,:ref:`modules-modules-game-topbar-topbar-otui-l67-shop-747472bc8d`
left,modules/modules/game_topbar/topbar.otui,79,:ref:`modules-modules-game-topbar-topbar-otui-l79-left-202f1ea0a7`
middle,modules/modules/game_topbar/topbar.otui,87,:ref:`modules-modules-game-topbar-topbar-otui-l87-middle-02df651183`
right,modules/modules/game_topbar/topbar.otui,95,:ref:`modules-modules-game-topbar-topbar-otui-l95-right-72407aa2df`
topbar,modules/modules/game_topbar/topbar.otui,103,:ref:`modules-modules-game-topbar-topbar-otui-l103-topbar-95eb132d6f`
stats,modules/modules/game_topbar/topbar.otui,113,:ref:`modules-modules-game-topbar-topbar-otui-l113-stats-aed40cc2e1`
skills,modules/modules/game_topbar/topbar.otui,116,:ref:`modules-modules-game-topbar-topbar-otui-l116-skills-f2b6b0add0`
nan,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,1,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l1-babf77b951`
nan,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,8,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l8-077560c727`
unjustifiedPointsWindow,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,14,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l1-a277dc2653`
nan,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,23,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l2-c833fd59af`
nan,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,24,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l2-c0fb0546fa`
openPvpSituationsLabel,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,33,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l3-1d24149884`
nan,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,41,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l4-c9170f4cdd`
currentSkullWidget,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,48,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l4-636f7c61cd`
skullTimeLabel,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,53,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l5-2c2a209a97`
dayProgressBar,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,61,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l6-300448c05d`
daySkullWidget,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,65,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l6-bdc5efa020`
weekProgressBar,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,69,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l6-de6562349d`
weekSkullWidget,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,72,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l7-b5178e2138`
monthProgressBar,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,76,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l7-5512da9eaa`
monthSkullWidget,modules/modules/game_unjustifiedpoints/unjustifiedpoints.otui,79,:ref:`modules-modules-game-unjustifiedpoints-unjustifiedpoints-otui-l7-5232212eea`
nan,modules/modules/game_viplist/addvip.otui,1,:ref:`modules-modules-game-viplist-addvip-otui-l1-nan-3b2d1965d6`
nan,modules/modules/game_viplist/addvip.otui,7,:ref:`modules-modules-game-viplist-addvip-otui-l7-nan-69c332df43`
name,modules/modules/game_viplist/addvip.otui,13,:ref:`modules-modules-game-viplist-addvip-otui-l13-name-89d65acc91`
nan,modules/modules/game_viplist/addvip.otui,20,:ref:`modules-modules-game-viplist-addvip-otui-l20-nan-ed3e05f43e`
nan,modules/modules/game_viplist/addvip.otui,26,:ref:`modules-modules-game-viplist-addvip-otui-l26-nan-e849e2878f`
nan,modules/modules/game_viplist/addvip.otui,34,:ref:`modules-modules-game-viplist-addvip-otui-l34-nan-c7e3075364`
nan,modules/modules/game_viplist/editvip.otui,1,:ref:`modules-modules-game-viplist-editvip-otui-l1-nan-21202d97f4`
nan,modules/modules/game_viplist/editvip.otui,28,:ref:`modules-modules-game-viplist-editvip-otui-l28-nan-9ba7761904`
nameLabel,modules/modules/game_viplist/editvip.otui,32,:ref:`modules-modules-game-viplist-editvip-otui-l32-namelabel-f679e00bec`
nan,modules/modules/game_viplist/editvip.otui,40,:ref:`modules-modules-game-viplist-editvip-otui-l40-nan-7f52586adc`
descriptionText,modules/modules/game_viplist/editvip.otui,48,:ref:`modules-modules-game-viplist-editvip-otui-l48-descriptiontext-92b3f78732`
nan,modules/modules/game_viplist/editvip.otui,55,:ref:`modules-modules-game-viplist-editvip-otui-l55-nan-8a219f8ef2`
checkBoxNotify,modules/modules/game_viplist/editvip.otui,63,:ref:`modules-modules-game-viplist-editvip-otui-l63-checkboxnotify-dc7138757a`
nan,modules/modules/game_viplist/editvip.otui,69,:ref:`modules-modules-game-viplist-editvip-otui-l69-nan-f062e23152`
icon0,modules/modules/game_viplist/editvip.otui,76,:ref:`modules-modules-game-viplist-editvip-otui-l76-icon0-958dc3279f`
icon1,modules/modules/game_viplist/editvip.otui,79,:ref:`modules-modules-game-viplist-editvip-otui-l79-icon1-e99e8374b9`
icon2,modules/modules/game_viplist/editvip.otui,83,:ref:`modules-modules-game-viplist-editvip-otui-l83-icon2-2f388ece20`
icon3,modules/modules/game_viplist/editvip.otui,87,:ref:`modules-modules-game-viplist-editvip-otui-l87-icon3-4af77b688f`
icon4,modules/modules/game_viplist/editvip.otui,91,:ref:`modules-modules-game-viplist-editvip-otui-l91-icon4-c01301e4bd`
icon5,modules/modules/game_viplist/editvip.otui,95,:ref:`modules-modules-game-viplist-editvip-otui-l95-icon5-feaf39c143`
icon6,modules/modules/game_viplist/editvip.otui,99,:ref:`modules-modules-game-viplist-editvip-otui-l99-icon6-d093f47c0c`
