file,line,path,type,base,id,props_json
modules/client_background/background.otui,1,UIWidget#background,UIWidget,,background,"{""id"": ""background"", ""anchors.fill"": ""parent"", ""focusable"": ""false"", ""image-source"": ""/images/background"", ""image-smooth"": ""true"", ""image-fixed-ratio"": ""true"", ""margin-top"": ""1""}"
modules/client_background/background.otui,10,UIWidget#background/UILabel#clientVersionLabel,UILabel,,clientVersionLabel,"{""id"": ""clientVersionLabel"", ""background-color"": ""#00000099"", ""anchors.right"": ""parent.right"", ""anchors.bottom"": ""parent.bottom"", ""text-align"": ""center"", ""text-auto-resize"": ""false"", ""width"": ""220"", ""height"": ""90"", ""padding"": ""2"", ""color"": ""#ffffff"", ""font"": ""terminus-14px-bold""}"
modules/client_entergame/characterlist.otui,1,CharacterWidget,CharacterWidget,UIWidget,,"{""height"": ""14"", ""background-color"": ""alpha""}"
modules/client_entergame/characterlist.otui,9,CharacterWidget/end,end,,,{}
modules/client_entergame/characterlist.otui,10,CharacterWidget/end,end,,,"{""background-color"": ""#ffffff22""}"
modules/client_entergame/characterlist.otui,17,CharacterWidget/Label#name,Label,,name,"{""id"": ""name"", ""color"": ""#ffffff"", ""anchors.top"": ""parent.top"", ""anchors.left"": ""parent.left"", ""font"": ""verdana-11px-monochrome"", ""text-auto-resize"": ""true"", ""background-color"": ""alpha"", ""text-offset"": ""2 0""}"
modules/client_entergame/characterlist.otui,30,CharacterWidget/Label#worldName,Label,,worldName,"{""id"": ""worldName"", ""color"": ""#ffffff"", ""anchors.top"": ""parent.top"", ""anchors.right"": ""parent.right"", ""margin-right"": ""5"", ""font"": ""verdana-11px-monochrome"", ""text-auto-resize"": ""true"", ""background-color"": ""alpha""}"
modules/client_entergame/characterlist.otui,44,StaticMainWindow#charactersWindow,StaticMainWindow,,charactersWindow,"{""id"": ""charactersWindow"", ""visible"": ""false"", ""size"": ""350 280""}"
modules/client_entergame/characterlist.otui,57,StaticMainWindow#charactersWindow/TextList#characters,TextList,,characters,"{""id"": ""characters"", ""background-color"": ""#565656"", ""anchors.top"": ""parent.top"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""characterListScrollBar.left"", ""anchors.bottom"": ""accountStatusCaption.top"", ""margin-bottom"": ""5"", ""padding"": ""1"", ""focusable"": ""false"", ""vertical-scrollbar"": ""characterListScrollBar"", ""auto-focus"": ""first""}"
modules/client_entergame/characterlist.otui,70,StaticMainWindow#charactersWindow/VerticalScrollBar#characterListScrollBar,VerticalScrollBar,,characterListScrollBar,"{""id"": ""characterListScrollBar"", ""anchors.top"": ""parent.top"", ""anchors.bottom"": ""accountStatusCaption.top"", ""anchors.right"": ""parent.right"", ""margin-bottom"": ""5"", ""step"": ""14"", ""pixels-scroll"": ""true""}"
modules/client_entergame/characterlist.otui,79,StaticMainWindow#charactersWindow/Label#accountStatusCaption,Label,,accountStatusCaption,"{""id"": ""accountStatusCaption"", ""anchors.left"": ""parent.left"", ""anchors.bottom"": ""separator.top"", ""margin-bottom"": ""5""}"
modules/client_entergame/characterlist.otui,86,StaticMainWindow#charactersWindow/Label#accountStatusLabel,Label,,accountStatusLabel,"{""id"": ""accountStatusLabel"", ""anchors.right"": ""parent.right"", ""anchors.bottom"": ""separator.top"", ""margin-bottom"": ""5"", ""text-auto-resize"": ""true"", ""color"": ""#FF0000""}"
modules/client_entergame/characterlist.otui,97,StaticMainWindow#charactersWindow/HorizontalSeparator#separator,HorizontalSeparator,,separator,"{""id"": ""separator"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.bottom"": ""next.top"", ""margin-bottom"": ""10""}"
modules/client_entergame/characterlist.otui,104,StaticMainWindow#charactersWindow/Button#autoReconnect,Button,,autoReconnect,"{""id"": ""autoReconnect"", ""width"": ""140"", ""anchors.left"": ""parent.left"", ""anchors.bottom"": ""parent.bottom"", ""image-color"": ""green""}"
modules/client_entergame/characterlist.otui,118,StaticMainWindow#charactersWindow/Button#buttonOk,Button,,buttonOk,"{""id"": ""buttonOk"", ""width"": ""64"", ""anchors.right"": ""next.left"", ""anchors.bottom"": ""parent.bottom"", ""margin-right"": ""10""}"
modules/client_entergame/characterlist.otui,127,StaticMainWindow#charactersWindow/Button#buttonCancel,Button,,buttonCancel,"{""id"": ""buttonCancel"", ""width"": ""64"", ""anchors.right"": ""parent.right"", ""anchors.bottom"": ""parent.bottom""}"
modules/client_entergame/entergame.otui,1,EnterGameWindow#enterGame,EnterGameWindow,,enterGame,"{""id"": ""enterGame""}"
modules/client_entergame/entergame.otui,5,EnterGameWindow#enterGame/MenuLabel,MenuLabel,,,"{""anchors.left"": ""parent.left"", ""anchors.top"": ""parent.top"", ""text-auto-resize"": ""true""}"
modules/client_entergame/entergame.otui,11,EnterGameWindow#enterGame/TextEdit#accountNameTextEdit,TextEdit,,accountNameTextEdit,"{""id"": ""accountNameTextEdit"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""prev.bottom"", ""margin-top"": ""2""}"
modules/client_entergame/entergame.otui,18,EnterGameWindow#enterGame/MenuLabel,MenuLabel,,,"{""anchors.left"": ""prev.left"", ""anchors.top"": ""prev.bottom"", ""margin-top"": ""8"", ""text-auto-resize"": ""true""}"
modules/client_entergame/entergame.otui,25,EnterGameWindow#enterGame/PasswordTextEdit#accountPasswordTextEdit,PasswordTextEdit,,accountPasswordTextEdit,"{""id"": ""accountPasswordTextEdit"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""prev.bottom"", ""margin-top"": ""2""}"
modules/client_entergame/entergame.otui,32,EnterGameWindow#enterGame/MenuLabel,MenuLabel,,,"{""anchors.left"": ""prev.left"", ""anchors.top"": ""prev.bottom"", ""text-auto-resize"": ""true"", ""margin-top"": ""8""}"
modules/client_entergame/entergame.otui,39,EnterGameWindow#enterGame/TextEdit#accountTokenTextEdit,TextEdit,,accountTokenTextEdit,"{""id"": ""accountTokenTextEdit"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""prev.bottom"", ""margin-top"": ""2""}"
modules/client_entergame/entergame.otui,46,EnterGameWindow#enterGame/Panel#serverSelectorPanel,Panel,,serverSelectorPanel,"{""id"": ""serverSelectorPanel"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""prev.bottom"", ""height"": ""52"", ""on"": ""true"", ""focusable"": ""false"", ""visible"": ""false"", ""margin-top"": ""-52""}"
modules/client_entergame/entergame.otui,63,EnterGameWindow#enterGame/Panel#serverSelectorPanel/HorizontalSeparator,HorizontalSeparator,,,"{""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""parent.top"", ""margin-top"": ""10""}"
modules/client_entergame/entergame.otui,69,EnterGameWindow#enterGame/Panel#serverSelectorPanel/MenuLabel#serverLabel,MenuLabel,,serverLabel,"{""id"": ""serverLabel"", ""anchors.left"": ""parent.left"", ""anchors.top"": ""prev.bottom"", ""text-auto-resize"": ""true"", ""margin-top"": ""5""}"
modules/client_entergame/entergame.otui,77,EnterGameWindow#enterGame/Panel#serverSelectorPanel/ComboBox#serverSelector,ComboBox,,serverSelector,"{""id"": ""serverSelector"", ""anchors.left"": ""prev.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""serverLabel.bottom"", ""margin-top"": ""2"", ""margin-right"": ""3"", ""menu-scroll"": ""true"", ""menu-height"": ""125"", ""menu-scroll-step"": ""25"", ""text-offset"": ""5 2""}"
modules/client_entergame/entergame.otui,90,EnterGameWindow#enterGame/Panel#customServerSelectorPanel,Panel,,customServerSelectorPanel,"{""id"": ""customServerSelectorPanel"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""prev.bottom"", ""height"": ""52"", ""on"": ""true"", ""focusable"": ""true"", ""visible"": ""false"", ""margin-top"": ""-52""}"
modules/client_entergame/entergame.otui,107,EnterGameWindow#enterGame/Panel#customServerSelectorPanel/HorizontalSeparator,HorizontalSeparator,,,"{""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""parent.top"", ""margin-top"": ""8""}"
modules/client_entergame/entergame.otui,113,EnterGameWindow#enterGame/Panel#customServerSelectorPanel/MenuLabel#serverLabel,MenuLabel,,serverLabel,"{""id"": ""serverLabel"", ""anchors.left"": ""prev.left"", ""anchors.top"": ""prev.bottom"", ""margin-top"": ""8"", ""text-auto-resize"": ""true""}"
modules/client_entergame/entergame.otui,121,EnterGameWindow#enterGame/Panel#customServerSelectorPanel/TextEdit#serverHostTextEdit,TextEdit,,serverHostTextEdit,"{""id"": ""serverHostTextEdit"", ""anchors.left"": ""parent.left"", ""anchors.top"": ""serverLabel.bottom"", ""margin-top"": ""2"", ""width"": ""150""}"
modules/client_entergame/entergame.otui,129,EnterGameWindow#enterGame/Panel#customServerSelectorPanel/MenuLabel#clientLabel,MenuLabel,,clientLabel,"{""id"": ""clientLabel"", ""anchors.left"": ""serverHostTextEdit.right"", ""anchors.top"": ""serverLabel.top"", ""text-auto-resize"": ""true"", ""margin-left"": ""10""}"
modules/client_entergame/entergame.otui,137,EnterGameWindow#enterGame/Panel#customServerSelectorPanel/ComboBox#clientVersionSelector,ComboBox,,clientVersionSelector,"{""id"": ""clientVersionSelector"", ""anchors.top"": ""serverHostTextEdit.top"", ""anchors.bottom"": ""serverHostTextEdit.bottom"", ""anchors.left"": ""prev.left"", ""anchors.right"": ""parent.right"", ""menu-scroll"": ""true"", ""menu-height"": ""125"", ""menu-scroll-step"": ""25"", ""margin-right"": ""3""}"
modules/client_entergame/entergame.otui,148,EnterGameWindow#enterGame/HorizontalSeparator,HorizontalSeparator,,,"{""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""prev.bottom"", ""margin-top"": ""10""}"
modules/client_entergame/entergame.otui,154,EnterGameWindow#enterGame/CheckBox#rememberPasswordBox,CheckBox,,rememberPasswordBox,"{""id"": ""rememberPasswordBox"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""prev.bottom"", ""margin-top"": ""9""}"
modules/client_entergame/entergame.otui,163,EnterGameWindow#enterGame/HorizontalSeparator,HorizontalSeparator,,,"{""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""prev.bottom"", ""margin-top"": ""9""}"
modules/client_entergame/entergame.otui,169,EnterGameWindow#enterGame/Button,Button,,,"{""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.top"": ""prev.bottom"", ""margin-top"": ""10"", ""margin-left"": ""50"", ""margin-right"": ""50""}"
modules/client_entergame/entergame.otui,179,EnterGameWindow#enterGame/Label#serverInfoLabel,Label,,serverInfoLabel,"{""id"": ""serverInfoLabel"", ""font"": ""verdana-11px-rounded"", ""anchors.top"": ""prev.top"", ""anchors.left"": ""parent.left"", ""margin-top"": ""5"", ""color"": ""green"", ""text-auto-resize"": ""true""}"
modules/client_entergame/waitinglist.otui,1,MainWindow#waitingWindow,MainWindow,,waitingWindow,"{""id"": ""waitingWindow"", ""size"": ""260 180""}"
modules/client_entergame/waitinglist.otui,7,MainWindow#waitingWindow/Label#infoLabel,Label,,infoLabel,"{""id"": ""infoLabel"", ""anchors.top"": ""parent.top"", ""anchors.bottom"": ""progressBar.top"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""text-wrap"": ""true""}"
modules/client_entergame/waitinglist.otui,15,MainWindow#waitingWindow/ProgressBar#progressBar,ProgressBar,,progressBar,"{""id"": ""progressBar"", ""height"": ""15"", ""background-color"": ""#4444ff"", ""anchors.bottom"": ""timeLabel.top"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""margin-bottom"": ""10""}"
modules/client_entergame/waitinglist.otui,24,MainWindow#waitingWindow/Label#timeLabel,Label,,timeLabel,"{""id"": ""timeLabel"", ""anchors.bottom"": ""separator.bottom"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""margin-bottom"": ""10""}"
modules/client_entergame/waitinglist.otui,31,MainWindow#waitingWindow/HorizontalSeparator#separator,HorizontalSeparator,,separator,"{""id"": ""separator"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""anchors.bottom"": ""next.top"", ""margin-bottom"": ""10""}"
modules/client_entergame/waitinglist.otui,38,MainWindow#waitingWindow/Button#buttonCancel,Button,,buttonCancel,"{""id"": ""buttonCancel"", ""width"": ""64"", ""anchors.right"": ""parent.right"", ""anchors.bottom"": ""parent.bottom""}"
modules/client_feedback/feedback.otui,1,MainWindow#feedbackWindow,MainWindow,,feedbackWindow,"{""id"": ""feedbackWindow"", ""size"": ""400 280""}"
modules/client_feedback/feedback.otui,6,MainWindow#feedbackWindow/Label#description,Label,,description,"{""id"": ""description"", ""anchors.top"": ""parent.top"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""parent.right"", ""text-auto-resize"": ""true"", ""text-align"": ""left"", ""text-wrap"": ""true""}"
modules/client_feedback/feedback.otui,16,MainWindow#feedbackWindow/MultilineTextEdit#text,MultilineTextEdit,,text,"{""id"": ""text"", ""anchors.top"": ""textScroll.top"", ""anchors.left"": ""parent.left"", ""anchors.right"": ""textScroll.left"", ""anchors.bottom"": ""textScroll.bottom"", ""vertical-scrollbar"": ""textScroll"", ""text-wrap"": ""true""}"
modules/client_feedback/feedback.otui,25,MainWindow#feedbackWindow/VerticalScrollBar#textScroll,VerticalScrollBar,,textScroll,"{""id"": ""textScroll"", ""anchors.top"": ""description.bottom"", ""anchors.bottom"": ""okButton.top"", ""anchors.right"": ""parent.right"", ""margin-top"": ""10"", ""margin-bottom"": ""10"", ""step"": ""16"", ""pixels-scroll"": ""true""}"
modules/client_feedback/feedback.otui,35,MainWindow#feedbackWindow/Button#okButton,Button,,okButton,"{""id"": ""okButton"", ""anchors.bottom"": ""parent.bottom"", ""anchors.right"": ""next.left"", ""margin-right"": ""10"", ""width"": ""60""}"
modules/client_feedback/feedback.otui,43,MainWindow#feedbackWindow/Button#cancelButton,Button,,cancelButton,"{""id"": ""cancelButton"", ""anchors.bottom"": ""parent.bottom"", ""anchors.right"": ""parent.right"", ""width"": ""60""}"
modules/client_locales/locales.otui,1,LocalesMainLabel,LocalesMainLabel,Label,,"{""font"": ""sans-bold-16px""}"
modules/client_locales/locales.otui,4,LocalesButton,LocalesButton,UIWidget,,"{""size"": ""96 96"", ""image-size"": ""96 96"", ""image-smooth"": ""true"", ""text-offset"": ""0 96"", ""font"": ""verdana-11px-antialised""}"
modules/client_locales/locales.otui,11,UIWindow#localesWindow,UIWindow,,localesWindow,"{""id"": ""localesWindow"", ""background-color"": ""#000000"", ""opacity"": ""0.90"", ""clipping"": ""true"", ""anchors.fill"": ""parent""}"
modules/client_locales/locales.otui,18,UIWindow#localesWindow/LocalesMainLabel,LocalesMainLabel,,,"{""text-auto-resize"": ""true"", ""margin-top"": ""-100""}"
modules/client_locales/locales.otui,25,UIWindow#localesWindow/Panel#localesPanel,Panel,,localesPanel,"{""id"": ""localesPanel"", ""margin-top"": ""50"", ""anchors.top"": ""prev.bottom"", ""anchors.bottom"": ""parent.bottom"", ""layout"": """", ""type"": ""grid"", ""cell-size"": ""96 128"", ""cell-spacing"": ""32"", ""flow"": ""true""}"
modules/client_mobile/mobile.otui,1,UIWidget,UIWidget,,,"{""anchors.fill"": ""parent"", ""focusable"": ""false"", ""phantom"": ""true""}"
modules/client_mobile/mobile.otui,6,UIWidget/UIProgressRect#cursor,UIProgressRect,,cursor,"{""id"": ""cursor"", ""size"": ""64 64"", ""background"": ""#FF5858"", ""percent"": ""100"", ""visible"": ""false"", ""x"": ""0"", ""y"": ""0"", ""focusable"": ""false"", ""phantom"": ""true""}"
modules/client_mobile/mobile.otui,17,UIWidget/UIWidget#keypad,UIWidget,,keypad,"{""id"": ""keypad"", ""size"": ""200 150"", ""anchors.bottom"": ""parent.bottom"", ""anchors.right"": ""parent.right"", ""phantom"": ""false"", ""focusable"": ""false"", ""visible"": ""false"", ""background"": ""#00000044"", ""image-source"": ""/images/game/mobile/keypad"", ""image-fixed-ratio"": ""true"", ""image-rect"": ""25 0 150 150""}"
modules/client_mobile/mobile.otui,30,UIWidget/UIWidget#keypad/UIWidget#pointer,UIWidget,,pointer,"{""id"": ""pointer"", ""size"": ""49 49"", ""image-source"": ""/images/game/mobile/keypad_pointer"", ""image-fixed-ratio"": ""true"", ""phantom"": ""true"", ""focusable"": ""false""}"
modules/client_options/audio.otui,1,OptionPanel,OptionPanel,,,{}
modules/client_options/audio.otui,2,OptionPanel/OptionCheckBox#enableAudio,OptionCheckBox,,enableAudio,"{""id"": ""enableAudio""}"
modules/client_options/audio.otui,6,OptionPanel/OptionCheckBox#enableMusicSound,OptionCheckBox,,enableMusicSound,"{""id"": ""enableMusicSound""}"
modules/client_options/audio.otui,10,OptionPanel/Label#musicSoundVolumeLabel,Label,,musicSoundVolumeLabel,"{""id"": ""musicSoundVolumeLabel"", ""margin-top"": ""6"", ""self"": ""setText(tr('Music volume: %d', value))""}"
modules/client_options/audio.otui,18,OptionPanel/OptionScrollbar#musicSoundVolume,OptionScrollbar,,musicSoundVolume,"{""id"": ""musicSoundVolume"", ""margin-top"": ""3"", ""minimum"": ""0"", ""maximum"": ""100""}"
modules/client_options/audio.otui,24,OptionPanel/Label#botSoundVolumeLabel,Label,,botSoundVolumeLabel,"{""id"": ""botSoundVolumeLabel"", ""margin-top"": ""6"", ""self"": ""setText(tr('Bot sound volume: %d', value))""}"
modules/client_options/audio.otui,32,OptionPanel/OptionScrollbar#botSoundVolume,OptionScrollbar,,botSoundVolume,"{""id"": ""botSoundVolume"", ""margin-top"": ""3"", ""minimum"": ""0"", ""maximum"": ""100""}"
modules/client_options/console.otui,1,OptionPanel,OptionPanel,,,{}
modules/client_options/console.otui,2,OptionPanel/OptionCheckBox#showInfoMessagesInConsole,OptionCheckBox,,showInfoMessagesInConsole,"{""id"": ""showInfoMessagesInConsole""}"
modules/client_options/console.otui,6,OptionPanel/OptionCheckBox#showEventMessagesInConsole,OptionCheckBox,,showEventMessagesInConsole,"{""id"": ""showEventMessagesInConsole""}"
modules/client_options/console.otui,10,OptionPanel/OptionCheckBox#showStatusMessagesInConsole,OptionCheckBox,,showStatusMessagesInConsole,"{""id"": ""showStatusMessagesInConsole""}"
modules/client_options/console.otui,14,OptionPanel/OptionCheckBox#showTimestampsInConsole,OptionCheckBox,,showTimestampsInConsole,"{""id"": ""showTimestampsInConsole""}"
modules/client_options/console.otui,18,OptionPanel/OptionCheckBox#showLevelsInConsole,OptionCheckBox,,showLevelsInConsole,"{""id"": ""showLevelsInConsole""}"
modules/client_options/console.otui,22,OptionPanel/OptionCheckBox#showPrivateMessagesInConsole,OptionCheckBox,,showPrivateMessagesInConsole,"{""id"": ""showPrivateMessagesInConsole""}"
modules/client_options/console.otui,26,OptionPanel/OptionCheckBox#showPrivateMessagesOnScreen,OptionCheckBox,,showPrivateMessagesOnScreen,"{""id"": ""showPrivateMessagesOnScreen""}"
modules/client_options/custom.otui,1,OptionPanel,OptionPanel,,,{}
modules/client_options/custom.otui,2,OptionPanel/Label,Label,,,"{""text"": ""Client user features profile""}"
modules/client_options/custom.otui,5,OptionPanel/ComboBox#profile,ComboBox,,profile,"{""id"": ""profile"", ""margin-top"": ""3"", ""self"": ""addOption(\""10\"")""}"
modules/client_options/custom.otui,21,OptionPanel/Label,Label,,,{}
modules/client_options/custom.otui,23,OptionPanel/OptionCheckBox#topBar,OptionCheckBox,,topBar,"{""id"": ""topBar""}"
modules/client_options/custom.otui,27,OptionPanel/OptionCheckBox#topHealtManaBar,OptionCheckBox,,topHealtManaBar,"{""id"": ""topHealtManaBar""}"
modules/client_options/custom.otui,31,OptionPanel/OptionCheckBox#showHealthManaCircle,OptionCheckBox,,showHealthManaCircle,"{""id"": ""showHealthManaCircle"", ""visible"": ""false""}"
modules/client_options/custom.otui,37,OptionPanel/Label,Label,,,"{""margin-top"": ""5"", ""text"": ""Show Bottom Action Bars:""}"
modules/client_options/custom.otui,41,OptionPanel/Panel,Panel,,,"{""margin-top"": ""2"", ""height"": ""16"", ""layout"": """", ""type"": ""horizontalBox""}"
modules/client_options/custom.otui,47,OptionPanel/Panel/OptionCheckBox#actionbar1,OptionCheckBox,,actionbar1,"{""id"": ""actionbar1"", ""width"": ""60""}"
modules/client_options/custom.otui,52,OptionPanel/Panel/OptionCheckBox#actionbar2,OptionCheckBox,,actionbar2,"{""id"": ""actionbar2"", ""width"": ""60""}"
modules/client_options/custom.otui,57,OptionPanel/Panel/OptionCheckBox#actionbar3,OptionCheckBox,,actionbar3,"{""id"": ""actionbar3"", ""width"": ""60""}"
modules/client_options/custom.otui,62,OptionPanel/Label,Label,,,"{""text"": ""Show Left Action Bars:"", ""visible"": ""false""}"
modules/client_options/custom.otui,67,OptionPanel/Panel,Panel,,,"{""margin-top"": ""2"", ""height"": ""16"", ""visible"": ""false"", ""layout"": """", ""type"": ""horizontalBox""}"
modules/client_options/custom.otui,77,OptionPanel/Panel/OptionCheckBox#actionbar4,OptionCheckBox,,actionbar4,"{""id"": ""actionbar4"", ""width"": ""60""}"
modules/client_options/custom.otui,82,OptionPanel/Panel/OptionCheckBox#actionbar5,OptionCheckBox,,actionbar5,"{""id"": ""actionbar5"", ""width"": ""60""}"
modules/client_options/custom.otui,87,OptionPanel/Panel/OptionCheckBox#actionbar6,OptionCheckBox,,actionbar6,"{""id"": ""actionbar6"", ""width"": ""60""}"
modules/client_options/custom.otui,92,OptionPanel/Label,Label,,,"{""text"": ""Show Right Action Bars:"", ""visible"": ""false""}"
modules/client_options/custom.otui,97,OptionPanel/Panel,Panel,,,"{""margin-top"": ""2"", ""height"": ""16"", ""layout"": """", ""type"": ""horizontalBox"", ""visible"": ""false""}"
modules/client_options/custom.otui,106,OptionPanel/Panel/OptionCheckBox#actionbar7,OptionCheckBox,,actionbar7,"{""id"": ""actionbar7"", ""width"": ""60""}"
modules/client_options/custom.otui,111,OptionPanel/Panel/OptionCheckBox#actionbar8,OptionCheckBox,,actionbar8,"{""id"": ""actionbar8"", ""width"": ""60""}"
modules/client_options/custom.otui,116,OptionPanel/Panel/OptionCheckBox#actionbar9,OptionCheckBox,,actionbar9,"{""id"": ""actionbar9"", ""width"": ""60""}"
modules/client_options/custom.otui,121,OptionPanel/Label,Label,,,{}
modules/client_options/custom.otui,123,OptionPanel/OptionCheckBox#actionbarLock,OptionCheckBox,,actionbarLock,"{""id"": ""actionbarLock""}"
modules/client_options/game.otui,1,OptionPanel,OptionPanel,,,{}
modules/client_options/game.otui,2,OptionPanel/OptionCheckBox#classicControl,OptionCheckBox,,classicControl,"{""id"": ""classicControl"", ""visible"": ""false""}"
modules/client_options/game.otui,9,OptionPanel/OptionCheckBox#autoChaseOverride,OptionCheckBox,,autoChaseOverride,"{""id"": ""autoChaseOverride""}"
modules/client_options/game.otui,13,OptionPanel/OptionCheckBox#displayText,OptionCheckBox,,displayText,"{""id"": ""displayText""}"
modules/client_options/game.otui,17,OptionPanel/OptionCheckBox#wsadWalking,OptionCheckBox,,wsadWalking,"{""id"": ""wsadWalking"", ""visible"": ""false""}"
modules/client_options/game.otui,24,OptionPanel/OptionCheckBox#dash,OptionCheckBox,,dash,"{""id"": ""dash""}"
modules/client_options/game.otui,29,OptionPanel/OptionCheckBox#smartWalk,OptionCheckBox,,smartWalk,"{""id"": ""smartWalk""}"
modules/client_options/game.otui,34,OptionPanel/Label#hotkeyDelayLabel,Label,,hotkeyDelayLabel,"{""id"": ""hotkeyDelayLabel"", ""margin-top"": ""10"", ""self"": ""setText(tr('Hotkey delay: %s ms', value))""}"
modules/client_options/game.otui,42,OptionPanel/OptionScrollbar#hotkeyDelay,OptionScrollbar,,hotkeyDelay,"{""id"": ""hotkeyDelay"", ""margin-top"": ""3"", ""minimum"": ""5"", ""maximum"": ""50""}"
modules/client_options/game.otui,48,OptionPanel/Label#walkFirstStepDelayLabel,Label,,walkFirstStepDelayLabel,"{""id"": ""walkFirstStepDelayLabel"", ""margin-top"": ""10"", ""self"": ""setText(tr('Walk delay after first step: %s ms', value))"", ""visible"": ""false""}"
modules/client_options/game.otui,58,OptionPanel/OptionScrollbar#walkFirstStepDelay,OptionScrollbar,,walkFirstStepDelay,"{""id"": ""walkFirstStepDelay"", ""margin-top"": ""3"", ""minimum"": ""50"", ""maximum"": ""300"", ""visible"": ""false""}"
modules/client_options/game.otui,67,OptionPanel/Label#walkTurnDelayLabel,Label,,walkTurnDelayLabel,"{""id"": ""walkTurnDelayLabel"", ""margin-top"": ""10"", ""self"": ""setText(tr('Walk delay after turn: %s ms', value))"", ""visible"": ""false""}"
modules/client_options/game.otui,77,OptionPanel/OptionScrollbar#walkTurnDelay,OptionScrollbar,,walkTurnDelay,"{""id"": ""walkTurnDelay"", ""margin-top"": ""3"", ""minimum"": ""0"", ""maximum"": ""300"", ""visible"": ""false""}"
modules/client_options/game.otui,86,OptionPanel/Label#walkCtrlTurnDelayLabel,Label,,walkCtrlTurnDelayLabel,"{""id"": ""walkCtrlTurnDelayLabel"", ""margin-top"": ""10"", ""visible"": ""false"", ""self"": ""setText(tr('Walk delay after ctrl turn: %s ms', value))""}"
modules/client_options/game.otui,95,OptionPanel/OptionScrollbar#walkCtrlTurnDelay,OptionScrollbar,,walkCtrlTurnDelay,"{""id"": ""walkCtrlTurnDelay"", ""margin-top"": ""3"", ""minimum"": ""0"", ""maximum"": ""300"", ""visible"": ""false""}"
modules/client_options/game.otui,103,OptionPanel/Label#walkStairsDelayLabel,Label,,walkStairsDelayLabel,"{""id"": ""walkStairsDelayLabel"", ""margin-top"": ""10"", ""self"": ""setText(tr('Walk delay after floor change: %s ms', value))"", ""visible"": ""false""}"
modules/client_options/game.otui,112,OptionPanel/OptionScrollbar#walkStairsDelay,OptionScrollbar,,walkStairsDelay,"{""id"": ""walkStairsDelay"", ""margin-top"": ""3"", ""minimum"": ""0"", ""maximum"": ""300"", ""visible"": ""false""}"
modules/client_options/game.otui,120,OptionPanel/Label#walkTeleportDelayLabel,Label,,walkTeleportDelayLabel,"{""id"": ""walkTeleportDelayLabel"", ""margin-top"": ""10"", ""self"": ""setText(tr('Walk delay after teleport: %s ms', value))"", ""visible"": ""false""}"
modules/client_options/game.otui,129,OptionPanel/OptionScrollbar#walkTeleportDelay,OptionScrollbar,,walkTeleportDelay,"{""id"": ""walkTeleportDelay"", ""margin-top"": ""3"", ""minimum"": ""0"", ""maximum"": ""300"", ""visible"": ""false""}"
modules/client_options/game.otui,137,OptionPanel/Panel,Panel,,,"{""height"": ""30"", ""margin-top"": ""10""}"
modules/client_options/game.otui,141,OptionPanel/Panel/Button#changeLocale,Button,,changeLocale,"{""id"": ""changeLocale"", ""anchors.left"": ""parent.left"", ""anchors.top"": ""parent.top"", ""width"": ""150""}"
modules/client_options/graphics.otui,1,OptionPanel,OptionPanel,,,{}
modules/client_options/graphics.otui,2,OptionPanel/Label,Label,,,"{""text-wrap"": ""false"", ""self"": ""setText(tr(\""GPU: \"") .. g_graphics.getRenderer())""}"
modules/client_options/graphics.otui,7,OptionPanel/Label,Label,,,"{""text-wrap"": ""false"", ""self"": ""setText(tr(\""Version: \"") .. g_graphics.getVersion())""}"
modules/client_options/graphics.otui,12,OptionPanel/HorizontalSeparator#separator,HorizontalSeparator,,separator,"{""id"": ""separator"", ""margin"": ""5 5 5 5""}"
modules/client_options/graphics.otui,16,OptionPanel/OptionCheckBox#vsync,OptionCheckBox,,vsync,"{""id"": ""vsync""}"
modules/client_options/graphics.otui,21,OptionPanel/OptionCheckBox#showFps,OptionCheckBox,,showFps,"{""id"": ""showFps""}"
